match_id,team,opponent,venue,city,toss_winner,toss_decision,innings,player_name,role,runs,balls_faced,strike_rate,fours,sixes,wickets,overs_bowled,economy,match_result,player_of_match
1165,DC,CSK,Chinnaswamy,Bangalore,SRH,Bowl,1,Player_96,All-rounder,40,46,86.95652173913044,8,0,0,0.7,10.59,Loss,Yes
1166,SRH,DC,Chinnaswamy,Chennai,SRH,Bowl,2,Player_272,Bowler,75,76,98.68421052631578,4,5,2,3.0,5.8,Win,Yes
1167,KKR,MI,Chinnaswamy,Kolkata,PBKS,Bowl,1,Player_118,Batsman,59,45,131.11111111111111,5,1,4,0.9,6.56,Loss,Yes
1168,PBKS,MI,Eden Gardens,Mumbai,LSG,Bowl,1,Player_221,All-rounder,57,83,68.67469879518072,5,3,0,2.2,9.6,Win,No
1169,DC,RR,Wankhede,Bangalore,RCB,Bat,2,Player_196,Batsman,113,88,,9,5,0,3.8,7.95,Win,No
1170,DC,GT,Wankhede,Chennai,CSK,Bat,2,Player_305,Bowler,69,48,143.75,6,3,1,1.5,5.13,Win,No
1171,RR,RCB,Chinnaswamy,Mumbai,SRH,Bat,2,Player_182,Bowler,107,89,120.2247191011236,2,3,4,3.8,5.67,Loss,No
1172,GT,MI,Wankhede,Bangalore,RR,Bowl,2,Player_36,Bowler,102,79,129.1139240506329,4,4,3,1.2,5.0,Win,Yes
1173,PBKS,GT,Kotla,Mumbai,CSK,Bowl,1,Player_71,All-rounder,116,82,141.46341463414635,2,5,2,3.5,,Loss,No
1174,GT,KKR,Eden Gardens,Bangalore,LSG,Bat,1,Player_104,Bowler,87,56,155.35714285714286,0,0,4,3.9,5.77,Win,Yes
1175,DC,MI,Chepauk,Bangalore,PBKS,Bat,1,Player_29,All-rounder,11,12,91.66666666666666,2,1,1,1.1,,Loss,Yes
1176,RR,CSK,Chepauk,Bangalore,CSK,Bowl,1,Player_37,All-rounder,35,37,94.5945945945946,0,2,4,1.4,4.75,Loss,No
1177,RCB,GT,Chinnaswamy,Chennai,LSG,Bowl,2,Player_321,Bowler,69,69,100.0,2,4,0,3.0,6.47,Loss,No
1178,RCB,CSK,Chinnaswamy,Mumbai,SRH,Bat,1,Player_41,Batsman,54,60,90.0,5,2,3,3.8,7.75,Loss,Yes
1179,RCB,LSG,Chinnaswamy,Bangalore,MI,Bat,1,Player_40,Bowler,15,11,136.36363636363635,3,2,4,3.3,4.2,Win,No
1180,DC,CSK,Chinnaswamy,Mumbai,PBKS,Bowl,1,Player_206,Batsman,37,31,119.35483870967742,9,5,3,0.8,8.1,Win,Yes
1181,PBKS,RR,Chinnaswamy,Delhi,RCB,Bat,1,Player_329,Batsman,74,60,123.33333333333334,5,3,3,2.4,9.3,Win,No
1182,RCB,GT,Kotla,Kolkata,RR,Bowl,2,Player_299,Bowler,13,10,130.0,3,2,4,0.6,7.13,Loss,No
1183,GT,KKR,Kotla,Chennai,LSG,Bat,2,Player_305,Bowler,46,39,117.94871794871796,6,0,2,1.2,6.38,Win,No
1184,LSG,CSK,Wankhede,Bangalore,LSG,Bowl,1,Player_281,Bowler,50,83,60.24096385542169,2,2,4,3.2,5.1,Win,No
1185,GT,PBKS,Chinnaswamy,Mumbai,PBKS,Bowl,1,Player_347,Bowler,48,46,104.34782608695652,9,3,2,2.3,,Loss,No
1186,SRH,CSK,Chepauk,Chennai,PBKS,Bat,2,Player_67,Bowler,47,49,95.91836734693877,5,5,3,1.3,8.17,Loss,Yes
1187,PBKS,CSK,Chinnaswamy,Kolkata,RCB,Bowl,1,Player_247,All-rounder,50,67,74.6268656716418,2,1,4,3.0,6.07,Loss,No
1188,MI,RR,Wankhede,Delhi,MI,Bowl,1,Player_28,All-rounder,79,67,117.91044776119404,3,3,4,0.7,6.16,Win,Yes
1189,SRH,DC,Eden Gardens,Kolkata,DC,Bowl,1,Player_138,Bowler,38,39,97.43589743589743,5,4,1,3.6,8.05,Loss,Yes
1190,KKR,PBKS,Chepauk,Chennai,MI,Bat,1,Player_171,Bowler,92,86,106.9767441860465,5,2,0,1.0,6.35,Loss,Yes
1191,PBKS,LSG,Chinnaswamy,Chennai,DC,Bat,1,Player_96,Batsman,33,47,70.2127659574468,8,3,3,0.5,,Win,No
1192,CSK,LSG,Chinnaswamy,Delhi,SRH,Bat,2,Player_89,Batsman,15,16,93.75,3,2,4,0.6,5.51,Win,Yes
1193,MI,SRH,Chepauk,Delhi,DC,Bowl,2,Player_139,Batsman,101,78,129.4871794871795,1,0,0,2.2,5.37,Win,No
1194,RR,LSG,Eden Gardens,Kolkata,RR,Bat,2,Player_9,All-rounder,50,34,,0,2,3,3.9,7.75,Loss,Yes
1195,PBKS,LSG,Chepauk,Kolkata,PBKS,Bowl,2,Player_283,Batsman,62,53,116.98113207547169,7,0,0,1.2,6.36,Win,Yes
1196,LSG,SRH,Kotla,Mumbai,MI,Bat,2,Player_280,Batsman,58,78,74.35897435897436,2,4,4,3.6,5.13,Win,Yes
1197,SRH,KKR,Kotla,Kolkata,RCB,Bat,1,Player_247,All-rounder,37,25,148.0,5,0,3,1.8,8.41,Loss,Yes
1198,RCB,RR,Eden Gardens,Delhi,RCB,Bowl,2,Player_219,Batsman,72,47,153.19148936170214,4,5,0,1.5,6.14,Loss,Yes
1199,RCB,PBKS,Eden Gardens,Bangalore,RR,Bat,1,Player_88,All-rounder,4,6,,1,0,2,1.6,7.98,Win,Yes
1200,GT,DC,Eden Gardens,Kolkata,LSG,Bat,2,Player_192,Bowler,116,89,130.3370786516854,0,1,1,1.2,8.54,Loss,Yes
1201,RCB,DC,Chepauk,Delhi,DC,Bowl,1,Player_213,All-rounder,38,27,140.74074074074073,4,0,0,2.2,10.49,Loss,Yes
1202,MI,SRH,Eden Gardens,Mumbai,RR,Bowl,2,Player_141,Batsman,35,23,152.17391304347828,8,2,0,1.3,8.82,Win,No
1203,DC,MI,Kotla,Chennai,RR,Bowl,1,Player_335,Bowler,38,49,77.55102040816327,8,1,2,2.1,4.82,Win,Yes
1204,PBKS,KKR,Kotla,Kolkata,CSK,Bowl,1,Player_304,All-rounder,5,7,,1,0,2,0.7,9.32,Loss,Yes
1205,KKR,RCB,Eden Gardens,Delhi,DC,Bat,1,Player_257,Bowler,66,78,84.61538461538461,8,3,1,3.3,6.14,Loss,No
1206,SRH,CSK,Wankhede,Mumbai,GT,Bowl,1,Player_255,Bowler,90,87,103.44827586206897,1,5,4,2.6,7.72,Win,Yes
1207,MI,SRH,Chepauk,Bangalore,KKR,Bat,1,Player_73,All-rounder,8,7,114.28571428571428,2,1,2,3.1,6.35,Loss,Yes
1208,LSG,DC,Chinnaswamy,Chennai,RR,Bat,1,Player_243,All-rounder,8,8,100.0,2,1,3,2.2,6.63,Loss,Yes
1209,CSK,PBKS,Chinnaswamy,Delhi,KKR,Bowl,1,Player_326,All-rounder,55,37,148.64864864864865,2,0,1,2.9,8.46,Loss,No
1210,RCB,PBKS,Eden Gardens,Chennai,DC,Bat,2,Player_251,Batsman,69,53,130.18867924528303,4,5,0,2.0,6.13,Win,No
1211,CSK,KKR,Chepauk,Chennai,MI,Bat,2,Player_56,Bowler,27,19,142.10526315789474,4,1,2,2.8,10.32,Loss,No
1212,MI,PBKS,Kotla,Bangalore,CSK,Bat,2,Player_130,All-rounder,41,38,107.89473684210526,9,2,1,1.6,7.34,Win,No
1213,RCB,MI,Eden Gardens,Kolkata,KKR,Bat,2,Player_207,All-rounder,37,37,100.0,1,1,4,3.8,9.08,Loss,No
1214,KKR,GT,Wankhede,Delhi,SRH,Bowl,1,Player_297,Batsman,44,71,61.97183098591549,8,3,2,2.9,7.39,Loss,Yes
1215,MI,DC,Kotla,Delhi,GT,Bowl,1,Player_347,Bowler,87,71,122.53521126760563,1,4,3,2.4,9.3,Win,No
1216,LSG,MI,Chinnaswamy,Mumbai,PBKS,Bat,2,Player_39,Bowler,72,49,146.9387755102041,9,0,4,3.0,8.82,Loss,Yes
1217,DC,CSK,Chinnaswamy,Kolkata,PBKS,Bat,1,Player_182,All-rounder,90,79,113.9240506329114,5,2,0,1.4,8.14,Loss,Yes
1218,RR,PBKS,Eden Gardens,Chennai,PBKS,Bat,1,Player_153,Batsman,93,61,152.45901639344262,0,2,1,3.6,6.61,Win,Yes
1219,CSK,MI,Chepauk,Kolkata,LSG,Bat,2,Player_160,Bowler,28,37,75.67567567567568,5,0,4,1.1,7.77,Win,Yes
1220,RCB,RR,Chepauk,Delhi,GT,Bowl,2,Player_299,All-rounder,10,13,76.92307692307693,2,1,1,1.5,6.65,Loss,No
1221,KKR,LSG,Wankhede,Delhi,CSK,Bat,1,Player_80,Bowler,16,11,145.45454545454547,4,1,0,3.8,,Win,No
1222,SRH,PBKS,Eden Gardens,Bangalore,LSG,Bowl,2,Player_308,Batsman,82,71,115.49295774647888,1,3,4,1.1,9.59,Loss,Yes
1223,SRH,GT,Kotla,Kolkata,RCB,Bat,2,Player_220,All-rounder,67,50,134.0,3,5,1,2.9,10.55,Win,No
1224,GT,RR,Kotla,Mumbai,DC,Bat,2,Player_18,Bowler,46,63,73.01587301587301,6,2,0,2.2,6.11,Win,Yes
1225,LSG,MI,Kotla,Delhi,CSK,Bowl,2,Player_106,All-rounder,52,61,85.24590163934425,2,4,3,1.4,8.08,Win,Yes
1226,GT,SRH,Eden Gardens,Delhi,CSK,Bowl,2,Player_190,Batsman,62,40,155.0,4,3,1,0.6,8.97,Win,Yes
1227,PBKS,GT,Chepauk,Bangalore,DC,Bat,2,Player_241,All-rounder,100,76,131.57894736842107,9,1,2,2.8,7.67,Loss,Yes
1228,PBKS,DC,Eden Gardens,Bangalore,CSK,Bat,1,Player_198,Batsman,52,79,65.82278481012658,8,3,1,1.6,8.39,Loss,No
1229,PBKS,RR,Wankhede,Kolkata,KKR,Bat,1,Player_55,All-rounder,48,68,70.58823529411765,9,0,2,0.9,,Loss,Yes
1230,DC,GT,Kotla,Delhi,PBKS,Bowl,2,Player_185,Batsman,67,69,97.10144927536231,7,0,1,1.7,6.84,Loss,No
1231,RCB,CSK,Chinnaswamy,Bangalore,SRH,Bat,2,Player_10,Batsman,49,41,,5,1,0,2.5,7.29,Win,Yes
1232,RR,SRH,Chinnaswamy,Delhi,KKR,Bowl,1,Player_254,Batsman,14,15,93.33333333333333,3,2,3,1.3,,Loss,Yes
1233,KKR,MI,Eden Gardens,Kolkata,CSK,Bat,2,Player_237,Batsman,99,86,115.11627906976744,2,0,1,3.5,9.7,Loss,Yes
1234,KKR,GT,Eden Gardens,Delhi,MI,Bowl,1,Player_239,Bowler,18,16,112.5,4,3,2,0.9,9.74,Loss,No
1235,KKR,PBKS,Chepauk,Delhi,PBKS,Bat,1,Player_202,Batsman,123,85,144.70588235294116,4,1,0,1.5,5.17,Loss,No
1236,RR,GT,Wankhede,Delhi,RR,Bat,1,Player_205,Bowler,9,11,81.81818181818183,2,1,3,3.6,4.4,Win,No
1237,KKR,RCB,Chinnaswamy,Mumbai,DC,Bowl,1,Player_98,All-rounder,92,81,113.58024691358024,3,0,3,2.4,9.36,Loss,No
1238,SRH,LSG,Chinnaswamy,Delhi,KKR,Bowl,1,Player_136,Batsman,48,53,90.56603773584906,1,1,3,0.7,5.53,Win,Yes
1239,RCB,LSG,Eden Gardens,Delhi,CSK,Bowl,1,Player_44,All-rounder,4,6,66.66666666666666,1,0,4,2.2,7.56,Win,Yes
1240,MI,KKR,Eden Gardens,Chennai,LSG,Bowl,2,Player_33,Bowler,3,5,60.0,0,0,0,1.1,9.86,Win,Yes
1241,SRH,RCB,Kotla,Delhi,GT,Bat,2,Player_323,Batsman,12,15,80.0,3,2,3,3.7,7.18,Loss,No
1242,KKR,RR,Chepauk,Bangalore,MI,Bowl,1,Player_251,Batsman,20,15,133.33333333333331,5,3,0,3.1,6.72,Win,Yes
1243,RCB,PBKS,Kotla,Kolkata,LSG,Bat,1,Player_297,Batsman,42,34,,2,0,3,3.6,4.68,Loss,Yes
1244,RCB,SRH,Chinnaswamy,Kolkata,SRH,Bowl,1,Player_144,All-rounder,43,46,93.47826086956522,0,2,3,3.9,,Win,Yes
1245,SRH,DC,Eden Gardens,Chennai,MI,Bat,2,Player_113,Batsman,32,38,84.21052631578947,8,1,0,3.8,9.46,Loss,No
1246,KKR,RR,Chinnaswamy,Chennai,GT,Bat,1,Player_220,Bowler,79,72,109.72222222222223,8,0,3,0.5,,Win,Yes
1247,CSK,PBKS,Chepauk,Kolkata,DC,Bowl,1,Player_60,Bowler,14,10,140.0,3,2,0,1.3,5.9,Loss,No
1248,RCB,DC,Wankhede,Kolkata,DC,Bat,2,Player_283,Batsman,89,69,128.9855072463768,7,0,4,3.1,5.55,Loss,Yes
1249,KKR,LSG,Kotla,Chennai,MI,Bowl,1,Player_298,All-rounder,82,57,143.859649122807,3,1,4,1.0,9.24,Win,Yes
1250,CSK,PBKS,Kotla,Bangalore,RCB,Bowl,2,Player_324,Bowler,43,55,78.18181818181819,2,5,2,2.9,7.68,Loss,No
1251,RR,DC,Eden Gardens,Delhi,RR,Bat,1,Player_272,Bowler,8,6,133.33333333333331,2,1,4,3.2,4.9,Win,Yes
1252,RCB,CSK,Eden Gardens,Mumbai,GT,Bowl,1,Player_239,All-rounder,45,54,83.33333333333334,8,3,2,3.9,6.11,Loss,No
1253,KKR,PBKS,Kotla,Mumbai,MI,Bowl,2,Player_69,Bowler,28,44,63.63636363636363,0,3,2,3.6,,Win,No
1254,RCB,LSG,Chepauk,Bangalore,MI,Bat,2,Player_230,Bowler,7,6,116.66666666666667,1,1,1,3.1,6.19,Win,Yes
1255,CSK,KKR,Wankhede,Delhi,CSK,Bowl,1,Player_28,Bowler,25,23,108.69565217391303,3,4,3,1.2,7.55,Win,No
1256,SRH,LSG,Wankhede,Delhi,MI,Bowl,1,Player_306,All-rounder,28,29,96.55172413793103,0,0,4,3.2,3.88,Loss,Yes
1257,CSK,SRH,Chepauk,Bangalore,CSK,Bat,2,Player_110,Batsman,29,21,138.0952380952381,5,4,3,2.6,5.03,Loss,Yes
1258,DC,RR,Kotla,Mumbai,PBKS,Bowl,1,Player_249,Bowler,64,46,139.1304347826087,1,2,2,1.1,,Loss,No
1259,CSK,RCB,Eden Gardens,Delhi,PBKS,Bowl,1,Player_141,All-rounder,27,19,,2,1,3,3.3,9.44,Loss,Yes
1260,LSG,GT,Eden Gardens,Bangalore,DC,Bat,1,Player_16,Batsman,111,85,130.58823529411765,3,3,4,2.1,4.29,Win,Yes
1261,GT,LSG,Chinnaswamy,Bangalore,MI,Bowl,2,Player_14,All-rounder,54,61,88.52459016393442,1,2,3,1.4,7.63,Loss,No
1262,SRH,DC,Kotla,Chennai,RR,Bowl,1,Player_226,All-rounder,58,65,89.23076923076924,7,2,4,1.3,6.43,Win,Yes
1263,DC,MI,Eden Gardens,Delhi,DC,Bowl,1,Player_256,All-rounder,40,32,125.0,3,1,4,3.9,3.85,Win,No
1264,RR,SRH,Chinnaswamy,Bangalore,GT,Bat,1,Player_173,Batsman,109,80,136.25,2,0,4,3.1,9.47,Win,No
1265,MI,RR,Kotla,Delhi,MI,Bat,1,Player_213,Batsman,41,32,128.125,7,3,0,2.3,6.26,Loss,Yes
1266,GT,PBKS,Kotla,Delhi,MI,Bowl,2,Player_273,Bowler,44,60,,3,5,2,1.5,5.7,Loss,Yes
1267,MI,SRH,Chinnaswamy,Chennai,CSK,Bowl,1,Player_161,All-rounder,16,19,84.21052631578947,1,0,4,2.5,6.48,Win,Yes
1268,RR,SRH,Wankhede,Kolkata,GT,Bat,2,Player_14,Batsman,7,10,70.0,1,1,2,0.5,7.7,Loss,No
1269,PBKS,LSG,Kotla,Mumbai,MI,Bowl,2,Player_57,Batsman,27,25,108.0,5,0,1,2.6,7.06,Win,Yes
1270,LSG,CSK,Kotla,Mumbai,KKR,Bat,1,Player_67,Bowler,89,60,148.33333333333334,0,5,0,1.2,,Loss,Yes
1271,GT,SRH,Wankhede,Mumbai,LSG,Bat,1,Player_283,Batsman,7,5,,1,1,3,3.4,7.18,Loss,Yes
1272,MI,LSG,Eden Gardens,Kolkata,KKR,Bowl,1,Player_313,All-rounder,82,54,151.85185185185185,8,2,3,0.7,8.31,Win,Yes
1273,LSG,PBKS,Chepauk,Mumbai,CSK,Bowl,2,Player_35,Batsman,35,36,97.22222222222221,8,5,2,3.3,7.39,Loss,No
1274,MI,KKR,Eden Gardens,Chennai,CSK,Bowl,2,Player_95,Batsman,47,34,138.23529411764704,0,5,0,0.6,,Loss,Yes
1275,SRH,PBKS,Eden Gardens,Delhi,LSG,Bat,2,Player_110,Bowler,23,19,121.05263157894737,5,2,1,2.8,6.74,Win,Yes
1276,MI,RR,Eden Gardens,Bangalore,RR,Bowl,1,Player_16,All-rounder,21,17,123.52941176470588,5,3,3,1.8,8.98,Loss,No
1277,CSK,PBKS,Kotla,Mumbai,LSG,Bat,1,Player_47,Batsman,30,39,76.92307692307693,3,3,4,1.2,7.2,Loss,Yes
1278,PBKS,RCB,Chepauk,Mumbai,CSK,Bat,1,Player_229,Batsman,47,51,92.15686274509804,8,3,3,0.8,9.52,Loss,Yes
1279,KKR,SRH,Eden Gardens,Chennai,LSG,Bowl,1,Player_198,Bowler,66,63,104.76190476190477,6,3,3,0.5,8.35,Loss,No
1280,RCB,GT,Chinnaswamy,Kolkata,MI,Bowl,2,Player_28,Bowler,77,66,116.66666666666667,1,5,3,4.0,7.39,Win,Yes
1281,LSG,SRH,Wankhede,Kolkata,SRH,Bowl,1,Player_20,Bowler,18,24,75.0,4,2,0,3.3,8.37,Win,Yes
1282,PBKS,RCB,Chinnaswamy,Kolkata,MI,Bowl,2,Player_226,All-rounder,50,38,131.57894736842107,9,4,2,3.6,4.83,Loss,No
1283,RR,RCB,Kotla,Mumbai,DC,Bowl,2,Player_116,Bowler,21,35,60.0,0,0,0,3.1,6.46,Loss,Yes
1284,RR,MI,Wankhede,Delhi,PBKS,Bat,2,Player_178,Bowler,89,81,109.87654320987654,6,3,4,0.6,4.43,Win,Yes
1285,MI,RR,Chinnaswamy,Chennai,DC,Bat,2,Player_68,Bowler,101,89,113.48314606741575,7,2,4,0.9,7.52,Win,Yes
1286,PBKS,SRH,Wankhede,Bangalore,MI,Bowl,1,Player_114,All-rounder,27,31,87.09677419354838,6,4,1,2.3,9.63,Loss,Yes
1287,MI,SRH,Chinnaswamy,Kolkata,MI,Bat,2,Player_327,All-rounder,14,14,100.0,0,0,1,2.3,7.08,Loss,No
1288,CSK,RR,Chinnaswamy,Delhi,RR,Bat,2,Player_92,All-rounder,33,49,67.3469387755102,4,0,2,2.2,6.89,Loss,No
1289,KKR,MI,Wankhede,Chennai,CSK,Bowl,2,Player_343,All-rounder,131,84,155.95238095238096,0,2,2,3.8,6.88,Loss,Yes
1290,KKR,RR,Chinnaswamy,Chennai,LSG,Bat,1,Player_303,All-rounder,79,58,136.20689655172413,0,2,1,3.3,9.73,Loss,No
1291,CSK,GT,Wankhede,Mumbai,RR,Bowl,1,Player_165,All-rounder,90,61,147.54098360655738,9,3,2,2.4,,Loss,Yes
1292,CSK,LSG,Wankhede,Kolkata,RCB,Bat,1,Player_171,All-rounder,7,8,87.5,1,1,4,3.6,6.13,Win,No
1293,RR,SRH,Eden Gardens,Chennai,MI,Bowl,1,Player_51,All-rounder,60,48,125.0,9,3,0,3.5,9.47,Loss,No
1294,RCB,PBKS,Wankhede,Bangalore,SRH,Bowl,2,Player_256,Batsman,113,88,128.4090909090909,3,2,1,2.3,5.33,Loss,No
1295,KKR,RR,Kotla,Chennai,GT,Bowl,1,Player_49,Batsman,31,25,124.0,4,5,1,2.6,9.5,Win,Yes
1296,MI,RCB,Chinnaswamy,Mumbai,LSG,Bat,2,Player_322,All-rounder,6,8,75.0,1,1,0,1.8,9.27,Win,No
1297,KKR,RR,Kotla,Kolkata,KKR,Bowl,1,Player_53,All-rounder,81,60,135.0,9,3,1,3.0,7.11,Win,Yes
1298,GT,KKR,Chinnaswamy,Chennai,DC,Bowl,1,Player_4,All-rounder,76,68,111.76470588235294,9,1,0,1.1,6.04,Loss,No
1299,KKR,LSG,Eden Gardens,Kolkata,RCB,Bat,2,Player_98,All-rounder,60,79,75.9493670886076,4,1,4,2.7,,Win,Yes
1300,RR,DC,Eden Gardens,Bangalore,MI,Bowl,1,Player_188,All-rounder,59,43,137.2093023255814,5,0,1,3.0,6.41,Loss,No
1301,PBKS,LSG,Wankhede,Chennai,RR,Bat,2,Player_64,Batsman,79,65,,3,1,4,1.7,6.36,Win,No
1302,LSG,MI,Wankhede,Bangalore,KKR,Bat,2,Player_121,All-rounder,53,64,82.8125,9,3,2,1.0,9.62,Win,Yes
1303,GT,SRH,Wankhede,Chennai,RR,Bowl,2,Player_126,All-rounder,12,14,85.71428571428571,2,2,2,3.1,9.49,Loss,No
1304,KKR,DC,Chinnaswamy,Mumbai,RCB,Bat,2,Player_171,Batsman,60,81,74.07407407407408,8,0,0,2.1,8.65,Loss,Yes
1305,RR,MI,Wankhede,Chennai,RCB,Bowl,2,Player_56,All-rounder,51,40,127.49999999999999,4,3,4,2.9,9.45,Win,No
1306,RR,DC,Chepauk,Bangalore,RCB,Bowl,2,Player_41,Bowler,52,34,,0,1,4,0.9,8.67,Win,No
1307,GT,SRH,Kotla,Mumbai,GT,Bowl,2,Player_225,All-rounder,51,39,,2,0,0,1.7,6.79,Loss,Yes
1308,CSK,RCB,Kotla,Bangalore,CSK,Bowl,2,Player_217,Bowler,103,89,115.73033707865167,5,3,2,1.9,9.63,Loss,Yes
1309,DC,GT,Eden Gardens,Bangalore,DC,Bowl,1,Player_328,Batsman,56,58,96.55172413793103,1,2,2,2.8,7.11,Win,Yes
1310,CSK,SRH,Wankhede,Kolkata,RCB,Bowl,2,Player_176,Bowler,40,67,59.70149253731343,1,5,2,1.8,4.83,Loss,Yes
1311,PBKS,LSG,Chepauk,Chennai,SRH,Bat,2,Player_46,Bowler,59,40,147.5,5,4,3,2.9,9.42,Loss,No
1312,PBKS,SRH,Chinnaswamy,Mumbai,MI,Bat,1,Player_197,All-rounder,8,6,133.33333333333331,2,1,0,2.1,10.22,Loss,Yes
1313,GT,MI,Eden Gardens,Bangalore,DC,Bat,2,Player_132,All-rounder,13,20,65.0,3,2,2,2.9,8.95,Win,No
1314,GT,DC,Chinnaswamy,Chennai,LSG,Bat,2,Player_111,All-rounder,40,31,129.03225806451613,7,4,1,3.0,,Win,Yes
1315,SRH,GT,Eden Gardens,Bangalore,LSG,Bowl,2,Player_302,All-rounder,19,14,135.71428571428572,4,3,3,3.4,9.61,Loss,Yes
1316,RR,LSG,Chinnaswamy,Delhi,MI,Bat,1,Player_118,Batsman,43,49,87.75510204081633,5,4,3,1.9,4.44,Win,Yes
1317,DC,MI,Eden Gardens,Mumbai,LSG,Bowl,1,Player_219,Bowler,116,81,143.20987654320987,7,5,1,1.8,9.52,Loss,Yes
1318,RR,MI,Wankhede,Kolkata,LSG,Bowl,2,Player_88,All-rounder,99,70,,2,2,1,3.9,6.9,Win,Yes
1319,PBKS,KKR,Eden Gardens,Delhi,LSG,Bowl,2,Player_80,Bowler,3,5,60.0,0,0,3,2.1,6.56,Win,No
1320,DC,CSK,Wankhede,Kolkata,RR,Bowl,2,Player_169,Batsman,112,82,136.58536585365854,1,2,4,4.0,6.11,Win,Yes
1321,CSK,MI,Wankhede,Kolkata,KKR,Bowl,1,Player_304,Bowler,6,10,60.0,1,1,1,1.3,6.31,Loss,Yes
1322,SRH,MI,Wankhede,Kolkata,LSG,Bat,2,Player_338,All-rounder,85,81,104.93827160493827,5,2,1,3.2,9.37,Win,No
1323,DC,RR,Chinnaswamy,Delhi,KKR,Bowl,1,Player_191,All-rounder,89,68,130.88235294117646,8,5,3,3.8,7.88,Loss,Yes
1324,RR,CSK,Wankhede,Chennai,DC,Bat,2,Player_174,All-rounder,117,83,140.96385542168676,5,0,1,1.9,7.27,Loss,Yes
1325,DC,LSG,Chepauk,Delhi,RCB,Bowl,1,Player_20,All-rounder,55,44,125.0,8,0,0,2.6,5.49,Loss,No
1326,GT,DC,Wankhede,Delhi,RCB,Bat,1,Player_305,Bowler,86,82,104.8780487804878,6,2,0,3.5,10.3,Win,No
1327,LSG,PBKS,Kotla,Bangalore,PBKS,Bat,2,Player_233,Bowler,35,32,109.375,3,2,3,1.3,9.54,Win,No
1328,LSG,PBKS,Wankhede,Delhi,PBKS,Bat,1,Player_164,Bowler,57,67,85.07462686567165,4,0,1,1.6,,Win,Yes
1329,RCB,SRH,Kotla,Bangalore,CSK,Bat,2,Player_65,Batsman,82,57,143.859649122807,4,4,1,1.3,9.92,Win,Yes
1330,CSK,DC,Eden Gardens,Bangalore,LSG,Bat,1,Player_146,All-rounder,47,52,90.38461538461539,2,5,4,3.1,,Loss,Yes
1331,CSK,RCB,Chinnaswamy,Delhi,RR,Bowl,1,Player_305,All-rounder,126,81,155.55555555555557,3,3,0,1.2,5.96,Loss,Yes
1332,GT,MI,Kotla,Chennai,PBKS,Bowl,2,Player_240,Batsman,23,36,63.888888888888886,4,3,2,0.6,5.25,Win,Yes
1333,KKR,LSG,Wankhede,Bangalore,MI,Bat,2,Player_44,All-rounder,41,44,93.18181818181817,9,2,0,3.5,10.12,Win,Yes
1334,RR,DC,Eden Gardens,Delhi,DC,Bowl,1,Player_88,All-rounder,63,77,81.81818181818183,9,3,2,3.0,10.36,Win,Yes
1335,SRH,DC,Eden Gardens,Bangalore,SRH,Bat,2,Player_285,All-rounder,20,21,,5,3,0,1.7,5.64,Loss,Yes
1336,SRH,MI,Eden Gardens,Chennai,LSG,Bat,1,Player_281,Bowler,5,5,100.0,0,0,2,0.9,5.71,Loss,No
1337,MI,RR,Wankhede,Mumbai,PBKS,Bowl,2,Player_127,All-rounder,87,81,107.40740740740742,9,3,4,3.6,4.05,Loss,No
1338,KKR,MI,Chinnaswamy,Bangalore,RCB,Bowl,2,Player_68,All-rounder,33,46,71.73913043478261,8,5,2,1.4,6.87,Win,Yes
1339,LSG,RR,Eden Gardens,Mumbai,DC,Bowl,1,Player_313,Batsman,52,49,106.12244897959184,9,0,0,2.0,,Loss,Yes
1340,RR,MI,Wankhede,Bangalore,CSK,Bat,2,Player_129,All-rounder,104,77,135.06493506493507,5,0,3,0.9,5.81,Loss,No
1341,KKR,DC,Kotla,Bangalore,CSK,Bowl,2,Player_290,Bowler,51,51,100.0,7,0,3,0.7,8.17,Loss,No
1342,SRH,LSG,Chepauk,Mumbai,MI,Bat,1,Player_154,All-rounder,91,78,116.66666666666667,4,3,2,2.2,9.96,Win,Yes
1343,RR,SRH,Kotla,Delhi,LSG,Bowl,2,Player_205,Batsman,11,17,64.70588235294117,2,1,3,1.6,7.06,Loss,Yes
1344,SRH,CSK,Chepauk,Bangalore,RCB,Bowl,2,Player_289,Batsman,54,42,,4,5,3,3.4,8.53,Loss,No
1345,SRH,RR,Kotla,Mumbai,RR,Bowl,1,Player_223,All-rounder,16,17,94.11764705882352,4,2,2,2.1,7.64,Loss,No
1346,RR,LSG,Kotla,Bangalore,RCB,Bat,1,Player_189,Batsman,64,86,,6,3,1,2.2,8.18,Loss,Yes
1347,KKR,CSK,Chinnaswamy,Kolkata,RR,Bowl,1,Player_135,All-rounder,21,14,150.0,1,3,4,2.6,7.97,Win,Yes
1348,KKR,DC,Chepauk,Bangalore,PBKS,Bat,2,Player_80,All-rounder,60,55,109.09090909090908,4,2,4,1.9,,Win,No
1349,LSG,MI,Chinnaswamy,Bangalore,PBKS,Bat,2,Player_180,Bowler,89,86,103.48837209302326,0,0,4,4.0,7.31,Win,No
1350,RCB,KKR,Chinnaswamy,Mumbai,KKR,Bat,2,Player_296,All-rounder,61,60,101.66666666666666,2,5,1,2.7,7.89,Loss,Yes
